review_id,project_id,reviewer_id,rating,review_text,review_date,helpful_votes,verified_purchase
RV000983,PR000631,CL00512,5,Outstanding quality and fast turnaround.,2024-09-26,16,true
RV000984,PR000076,CL00879,4,Excellent communication throughout.,2021-04-10,0,true
RV000985,PR000802,CL00142,3,Quality was below expectations.,2020-06-22,3,0
RV000986,,CL00358,1,Communication was poor.,2022-06-08,44,true
RV000987,PR001177,CL00255,4,Excellent communication throughout.,2023-08-18,14,1
RV000988,PR000086,CL00810,3,Had to redo parts of the work.,2021-04-09,1,True
RV000989,PR000866,CL00783,3,Communication was poor.,2023-03-16,14,True
RV000990,PR001190,CL00690,4,Delivered on time and exceeded expectations.,2024-01-19,35,False
RV000991,PR000511,CL00270,10,Very professional and skilled.,2021-10-12,49,False
RV000992,PR000445,CL00649,2,Communication was poor.,2023-04-21,35,1
RV000993,PR000684,CL00369,1,Communication was poor.,2020-08-04,44,1
RV000994,PR000961,CL00277,1,Communication was poor.,2020-12-07,6,True
RV000995,PR000930,CL00942,3,Not as described in the proposal.,2023-11-21,7,0
RV000996,PR000234,CL00910,3,Communication was poor.,2022-10-24,,false
RV000997,PR000850,CL00567,4,Excellent communication throughout.,2022-08-10,15,0
RV000998,PR000451,CL00619,4,Would hire again without hesitation.,2022-10-20,42,true
RV000999,PR000272,CL00186,5,Excellent communication throughout.,2020-12-27,19,True
RV001000,PR000803,CL00240,4,Would hire again without hesitation.,2021-04-25,42,False
RV001001,PR000739,CL00202,2,Missed the deadline significantly.,2020-11-06,0,1
RV001002,PR000385,CL00457,4,Would hire again without hesitation.,2023-08-28,47,false
RV001003,PR000835,CL00350,2,Communication was poor.,2022-05-11,7,0
RV001004,PR001015,CL00281,,Would hire again without hesitation.,2022-12-04,36,True
RV001005,PR000712,CL00830,4,Would hire again without hesitation.,2023-02-19,47,False
RV001006,PR000177,CL00321,5,Outstanding quality and fast turnaround.,2022-03-10,6,False
RV001007,,CL00986,5,Outstanding quality and fast turnaround.,2021-10-28,41,true
RV001008,PR000241,CL00505,3,Quality was below expectations.,,23,True
RV001009,PR000224,CL00486,3,Not as described in the proposal.,2020-11-04,46,False
RV001010,,CL00114,1,Missed the deadline significantly.,2023-11-19,19,True
RV001011,PR000735,CL00335,5,Very professional and skilled.,2024-04-15,24,false
RV001012,PR000808,CL00264,1,Missed the deadline significantly.,2023-04-26,34,False
RV001013,PR000348,CL00467,1,Had to redo parts of the work.,2023-10-01,,True
RV001014,PR000774,CL00128,3,Not as described in the proposal.,2022-06-03,32,False
RV001015,PR000364,CL00143,4,Delivered on time and exceeded expectations.,2021-10-03,31,false
RV001016,PR000664,CL00396,2,Missed the deadline significantly.,2021-03-27,14,true
RV001017,PR000337,CL00054,3,Communication was poor.,2021-11-15,36,False
RV001018,PR000757,CL00304,3,,2023-11-11,3,1
RV001019,PR000939,CL00092,3,Missed the deadline significantly.,2020-06-23,24,True
RV001020,PR000183,CL00735,,Delivered on time and exceeded expectations.,2022-06-22,18,False
RV001021,PR000087,CL00675,5,Excellent communication throughout.,2024-08-20,29,1
RV001022,PR000654,CL00576,3,Missed the deadline significantly.,2022-06-23,17,true
RV001023,PR000555,CL00323,4,Would hire again without hesitation.,2022-05-29,39,false
RV001024,PR000386,CL00465,4,"Great work, highly recommend!",2022-10-16,8,False
RV001025,PR001057,CL00805,2,,2024-01-04,32,true
RV001026,PR000680,CL00540,4,Very professional and skilled.,2022-01-12,12,False
RV001027,PR000762,CL00197,2,Communication was poor.,2020-08-13,4,false
RV001028,PR000587,CL00443,4,Outstanding quality and fast turnaround.,2020-07-14,45,False
RV001029,PR000524,CL00426,3,,2023-01-31,,False
RV001030,PR000333,CL00597,1,Quality was below expectations.,2024-06-05,26,False
RV001031,PR000314,CL00130,3,Quality was below expectations.,2020-12-20,26,0
RV001032,PR000605,CL00662,,Not as described in the proposal.,2023-01-29,34,false
RV001033,PR000067,CL00362,1,Quality was below expectations.,2024-03-22,19,False
RV001034,PR000806,CL00626,3,Had to redo parts of the work.,2024-11-11,36,True
RV001035,PR000699,CL00206,5,Excellent communication throughout.,2022-12-19,8,1
RV001036,PR000896,CL00901,2,Had to redo parts of the work.,2023-12-13,43,True
RV001037,PR001094,CL00383,,Very professional and skilled.,2020-11-08,36,1
RV001038,PR001160,CL00662,5,Would hire again without hesitation.,2021-01-08,43,false
RV001039,PR000481,CL00009,,Communication was poor.,2023-10-09,31,true
RV001040,PR000812,CL00208,4,Delivered on time and exceeded expectations.,2021-08-06,37,false
RV001041,PR001028,CL00854,5,"Great work, highly recommend!",2022-06-26,,0
RV001042,PR000727,CL00260,1,Not as described in the proposal.,2022-02-15,46,true
RV001043,PR000161,CL00679,,"Great work, highly recommend!",2022-11-16,49,true
RV001044,PR000085,CL00562,5,Delivered on time and exceeded expectations.,2023-08-29,33,true
RV001045,PR000386,CL00172,5,Outstanding quality and fast turnaround.,2021-12-19,35,false
RV001046,PR000011,CL00699,5,Outstanding quality and fast turnaround.,2021-01-07,39,true
RV001047,PR000619,CL00062,3,,2020-06-05,15,false
RV001048,PR000331,CL00261,4,Very professional and skilled.,2021-08-23,8,true
RV001049,PR001178,CL00615,2,Communication was poor.,2022-01-06,1,True
RV001050,PR000567,CL00843,2,Not as described in the proposal.,2023-08-14,48,false
RV001051,PR000886,CL00562,2,Quality was below expectations.,2020-07-10,49,True
RV001052,PR000327,CL00500,,,2020-08-20,29,True
RV001053,PR000506,CL00080,1,Quality was below expectations.,2024-04-06,,0
RV001054,,CL00399,5,Delivered on time and exceeded expectations.,2023-01-27,30,1
RV001055,PR000754,CL00702,1,Quality was below expectations.,,12,False
RV001056,PR000784,CL00258,4,,2021-12-09,15,True
RV001057,PR000850,CL00769,5,Delivered on time and exceeded expectations.,2022-01-17,27,true
RV001058,PR000435,CL00658,10,Outstanding quality and fast turnaround.,2020-07-31,15,false
RV001059,PR000402,CL00213,4,Outstanding quality and fast turnaround.,2022-11-02,5,true
RV001060,PR000377,CL00333,2,Not as described in the proposal.,2021-08-10,46,0
RV001061,PR001164,CL00364,3,Not as described in the proposal.,2023-10-04,41,False
RV001062,,CL00444,9,Outstanding quality and fast turnaround.,2022-01-24,47,true
RV001063,PR000319,CL00905,4,"Great work, highly recommend!",2023-03-28,12,0
RV001063,PR000319,CL00905,4,"Great work, highly recommend!",2023-03-28,12,0
RV001064,PR000389,CL00887,,Very professional and skilled.,2021-01-22,40,false
RV001065,PR000343,CL00934,2,Communication was poor.,2024-07-05,18,false
RV001066,PR000986,CL00400,4,Delivered on time and exceeded expectations.,2023-02-06,32,False
RV001066,PR000986,CL00400,4,Delivered on time and exceeded expectations.,2023-02-06,32,False
RV001067,PR000183,CL00630,2,Not as described in the proposal.,2021-08-26,6,True
RV001068,PR000855,CL00395,4,Excellent communication throughout.,2021-02-03,34,true
RV001069,PR000727,CL00816,1,Communication was poor.,2022-09-30,9,false
RV001070,PR000377,CL00728,5,"Great work, highly recommend!",2022-12-26,36,false
RV001071,PR000755,CL00346,5,Would hire again without hesitation.,2021-06-25,35,True
RV001072,PR000031,CL00979,2,Missed the deadline significantly.,2022-01-06,3,False
RV001072,PR000031,CL00979,2,Missed the deadline significantly.,2022-01-06,3,False
RV001073,PR000285,CL00372,5,Outstanding quality and fast turnaround.,2023-12-03,6,False
RV001074,PR000316,CL00202,,Communication was poor.,2023-01-08,9,1
RV001075,PR000736,CL00635,1,Had to redo parts of the work.,2021-10-07,15,0
RV001076,PR000323,CL00965,4,Very professional and skilled.,,35,False
RV001077,PR000785,CL00262,4,Very professional and skilled.,2022-04-05,17,false
RV001078,PR000048,CL00997,1,Not as described in the proposal.,2022-02-24,7,0
RV001079,PR000104,CL00214,,,2023-04-19,41,True
RV001080,PR000173,CL00078,5,Would hire again without hesitation.,2021-01-24,,true
RV001081,PR000931,CL00055,3,Quality was below expectations.,2023-08-15,37,1
RV001082,PR000013,CL00666,5,Very professional and skilled.,2021-12-28,24,0
RV001083,PR000367,CL00786,1,Had to redo parts of the work.,2023-05-01,15,False
RV001084,,CL00488,3,Had to redo parts of the work.,2020-11-04,21,True
RV001085,PR000264,CL00086,5,Very professional and skilled.,2021-08-05,7,true
RV001086,PR000841,CL00195,3,Missed the deadline significantly.,2023-02-06,6,False
RV001087,PR000207,CL00878,5,"Great work, highly recommend!",2024-09-29,35,True
RV001088,PR000109,CL00785,4,Excellent communication throughout.,2020-09-02,37,1
RV001089,PR000031,CL00870,3,Had to redo parts of the work.,2020-09-07,5,false
RV001090,PR000293,CL00475,4,Would hire again without hesitation.,2023-07-24,29,0
RV001091,PR000184,CL00545,5,Very professional and skilled.,2021-07-13,22,True
RV001092,PR000524,CL00190,1,Missed the deadline significantly.,2023-12-07,45,true
RV001093,PR000354,CL00240,,Communication was poor.,2024-07-24,29,1
RV001094,PR000672,CL00857,2,Missed the deadline significantly.,2022-02-06,26,0
RV001095,PR000506,CL00634,1,Quality was below expectations.,2020-10-04,,false
RV001096,PR000145,CL00398,4,Outstanding quality and fast turnaround.,2024-05-10,26,0
RV001097,PR000278,CL00130,1,Missed the deadline significantly.,2023-10-11,34,false
RV001098,PR000464,CL00379,3,Communication was poor.,2021-11-07,29,False
RV001099,,CL00996,4,Outstanding quality and fast turnaround.,2021-04-09,37,true
RV001100,PR000978,CL00640,,Had to redo parts of the work.,2021-07-02,33,False
RV001101,PR000275,CL00569,5,Would hire again without hesitation.,2024-11-12,46,0
RV001102,PR000625,CL00847,3,Had to redo parts of the work.,2024-04-21,22,0
RV001103,PR000878,CL00344,4,"Great work, highly recommend!",2022-10-08,7,false
RV001103,PR000878,CL00344,4,"Great work, highly recommend!",2022-10-08,7,false
RV001104,PR001070,CL00540,1,Communication was poor.,2024-04-19,31,False
RV001105,PR000839,CL00432,3,,2021-03-09,15,1
RV001106,PR001052,CL00428,5,Outstanding quality and fast turnaround.,2020-09-05,33,False
RV001107,PR000518,CL00896,2,Communication was poor.,2021-04-26,7,True
RV001108,PR000493,CL00223,,,,15,false
RV001109,PR000634,CL00109,5,,2024-02-15,21,False
RV001110,PR000922,CL00821,1,Not as described in the proposal.,2024-03-09,43,0
RV001111,PR000015,CL00070,2,Missed the deadline significantly.,2022-08-18,12,false
RV001112,PR001087,CL00601,2,Had to redo parts of the work.,2022-07-20,24,0
RV001113,PR000137,CL00421,4,Outstanding quality and fast turnaround.,2022-03-14,43,0
RV001114,PR000204,CL00629,3,Missed the deadline significantly.,2024-05-19,16,False
RV001115,PR000336,CL00812,4,Excellent communication throughout.,2020-08-12,2,False
RV001116,PR001095,CL00937,5,Would hire again without hesitation.,2023-05-28,1,1
RV001117,PR001182,CL00286,4,Delivered on time and exceeded expectations.,,15,1
RV001118,PR001102,CL00766,2,Missed the deadline significantly.,2023-07-06,,false
RV001119,PR000973,CL00451,2,Had to redo parts of the work.,2024-11-16,30,False
RV001120,PR001169,CL00318,8,Delivered on time and exceeded expectations.,2022-03-15,11,0
RV001121,PR000087,CL00616,5,Very professional and skilled.,2022-03-22,45,True
RV001122,PR000968,CL00712,1,Not as described in the proposal.,2023-08-18,17,false
RV001123,PR000040,CL00041,3,Had to redo parts of the work.,2021-01-28,10,0
RV001124,PR000142,CL00027,5,Would hire again without hesitation.,2020-08-08,21,True
RV001125,PR000526,CL00864,1,Quality was below expectations.,2022-05-07,23,False
RV001126,PR000889,CL00462,2,Not as described in the proposal.,2020-07-15,,False
RV001127,PR000241,CL00759,,Very professional and skilled.,2024-05-22,42,False
RV001128,PR000572,CL00145,5,Very professional and skilled.,2021-07-01,26,1
RV001129,PR000770,CL00191,5,Excellent communication throughout.,2022-03-28,9,1
RV001130,PR001128,CL00890,4,Excellent communication throughout.,2022-11-21,43,1
RV001131,PR000613,CL00460,5,Would hire again without hesitation.,2021-06-03,41,1
RV001132,PR000187,CL00503,2,Missed the deadline significantly.,2021-06-11,29,false
RV001133,PR000140,CL00452,5,Delivered on time and exceeded expectations.,2023-02-05,42,True
RV001134,PR001073,CL00583,2,Had to redo parts of the work.,2023-03-16,32,0
RV001135,PR000580,CL00720,,Communication was poor.,2020-06-19,18,False
RV001136,PR000830,CL00739,4,"Great work, highly recommend!",2022-04-08,5,true
RV001137,PR000479,CL00658,2,Not as described in the proposal.,2023-12-10,46,1
RV001138,PR000222,CL00828,3,Had to redo parts of the work.,,49,1
RV001139,PR000850,CL00709,1,Communication was poor.,2024-04-09,8,false
RV001140,PR000767,CL00575,5,Delivered on time and exceeded expectations.,2022-06-10,7,False
RV001141,PR000369,CL00220,4,"Great work, highly recommend!",2024-06-07,47,1
RV001142,PR001093,CL00701,3,Quality was below expectations.,2022-04-13,11,1
RV001143,PR000261,CL00650,1,Communication was poor.,2023-07-01,15,1
RV001144,PR001074,CL00510,5,Very professional and skilled.,2023-04-23,32,true
RV001145,PR000972,CL00148,2,Not as described in the proposal.,2023-01-11,22,1
RV001146,PR000126,CL00538,1,,2023-08-19,27,0
RV001147,PR001029,CL00182,5,Excellent communication throughout.,2023-09-22,15,0
RV001148,PR000574,CL00470,1,Not as described in the proposal.,2023-08-31,37,0
RV001149,PR000284,CL00142,6,"Great work, highly recommend!",2022-04-30,32,true
RV001150,PR000222,CL00501,,Had to redo parts of the work.,2021-05-05,23,True
RV001151,PR000422,CL00294,4,Outstanding quality and fast turnaround.,2020-07-25,10,true
RV001152,PR000635,CL00837,2,Quality was below expectations.,2020-11-06,34,true
RV001153,PR000498,CL00765,4,Delivered on time and exceeded expectations.,2023-02-11,27,true
RV001154,PR000860,CL00934,2,Missed the deadline significantly.,2021-12-08,23,1
RV001155,PR000401,CL00489,2,Quality was below expectations.,2024-04-12,49,True
RV001156,PR000923,CL00721,4,Outstanding quality and fast turnaround.,2023-03-18,11,true
RV001157,PR000704,CL00987,4,"Great work, highly recommend!",2022-03-30,48,false
RV001158,PR000997,CL00397,1,Had to redo parts of the work.,2021-02-23,36,false
RV001159,PR000761,CL00015,1,Communication was poor.,2020-06-26,30,False
RV001160,PR000970,CL00621,2,Missed the deadline significantly.,2023-03-03,11,false
RV001161,PR001058,CL00446,5,Outstanding quality and fast turnaround.,2020-08-03,36,True
RV001162,PR000641,CL00700,5,Very professional and skilled.,2020-06-06,17,0
RV001163,PR000491,CL00808,,,2021-06-22,7,1
RV001164,PR000091,CL00184,1,,2023-06-06,47,1
RV001165,PR001180,CL00585,4,Very professional and skilled.,2024-09-17,28,True
RV001166,PR000586,CL00477,5,Would hire again without hesitation.,2021-06-07,49,false
RV001167,PR000091,CL00413,4,Would hire again without hesitation.,2022-03-26,45,True
RV001168,PR000404,CL00357,1,Communication was poor.,,12,false
RV001169,PR000125,CL00282,3,Had to redo parts of the work.,2021-04-13,16,0
RV001170,PR000884,CL00479,4,Outstanding quality and fast turnaround.,2023-06-05,16,True
RV001171,PR001035,CL00856,,Quality was below expectations.,2020-06-11,28,false
RV001172,PR001002,CL00520,1,Quality was below expectations.,2024-08-31,46,0
RV001173,PR000457,CL00169,4,Delivered on time and exceeded expectations.,2024-10-16,17,True
RV001174,PR000243,CL00432,4,"Great work, highly recommend!",2022-06-26,,true
RV001175,PR000252,CL00275,4,Would hire again without hesitation.,2021-04-30,13,1
RV001176,PR000175,CL00658,2,Quality was below expectations.,2022-08-18,20,true
RV001177,PR001077,CL00511,1,Missed the deadline significantly.,2023-03-28,13,False
RV001178,PR001130,CL00760,2,Had to redo parts of the work.,2023-03-03,40,True
RV001179,PR001110,CL00928,5,Would hire again without hesitation.,2022-06-22,11,False
RV001180,PR000574,CL00883,4,Very professional and skilled.,2020-09-03,31,True
RV001181,PR000741,CL00742,1,Quality was below expectations.,2022-05-10,14,True
RV001182,PR000795,CL00870,4,Would hire again without hesitation.,2023-01-15,,0
RV001182,PR000795,CL00870,4,Would hire again without hesitation.,2023-01-15,,0
RV001183,,CL00993,5,"Great work, highly recommend!",2022-08-05,47,False
RV001184,PR000266,CL00442,1,Quality was below expectations.,,31,False
RV001185,PR000406,CL00968,3,Had to redo parts of the work.,2023-08-29,6,false
RV001186,PR000973,CL00257,4,Would hire again without hesitation.,2023-06-23,17,False
RV001187,PR000853,CL00157,5,Delivered on time and exceeded expectations.,2024-09-04,12,true
RV001188,PR001131,CL00977,3,Not as described in the proposal.,2022-09-09,2,true
RV001189,PR000595,CL00916,5,Delivered on time and exceeded expectations.,2021-10-05,10,false
RV001190,PR000430,CL00642,4,Would hire again without hesitation.,2023-09-07,35,0
RV001191,,CL00292,,,2021-01-31,14,false
RV001192,PR000932,CL00629,3,Not as described in the proposal.,,50,True
RV001193,PR000185,CL00739,1,Not as described in the proposal.,,0,0
RV001194,PR000507,CL00677,5,"Great work, highly recommend!",2021-04-28,29,False
RV001195,PR000512,CL00078,4,Excellent communication throughout.,2022-01-13,36,true
RV001196,PR001117,CL00967,2,Communication was poor.,2021-07-28,2,0
RV001197,PR000214,CL00122,4,Would hire again without hesitation.,2024-07-29,32,False
RV001198,PR000269,CL00581,4,Would hire again without hesitation.,2022-05-13,4,false
